b064bb16b9881a7 139194434f63fd13
55752dcf3f216c6 4c3419584d9e3bf
105b4818cfdaef35 7239f32c2eac1e0
167dfcd42520b4f1 c3365b02dd7c7b5
123c43ad9637ab60 1a66db0eddbf85d9
134e39001d9505a6 548b0f00ee0e7cd
19d99b9b0582e677 23fa43e6635ab37
19f874b721db0c4b 3b7af688d793d83
17e5c670fe7ca0f e3bb085769eac7f
d41b0de70b507f5 16dfd0f963bc9245
8cfa3b92aeb3049 12008d8d23667776
1de5b3a25046152d 94e61e75e2d3f65
5ac7a8d5a2b475b 65dcd08d0ee00e1
15f066145270907d 19318e950a3b7db8
10edc0ae29a51277 16a4df1d9c77908a
11764bd2c7b906cd 1b04b0e64c2a6477
2f3dc7d6c1156a2 1642779e56f50908
1a850f97c95f3d48 6662a0d1d5dc348
fbadd6efb0a3f25 3e48d0e296fe8e7
172b28508eec1e9a 16cf5438d6b9ee48
1f49e8f829f01381 1c4e169ae7209f7
94b51403aae8643 1804ff7fb8fe9ecf
fc79846215e0681 107adb900155223d
5668e54da202c32 15b02b3a5d8f98e9
212258ea9330663 1e5be7696eb63c16
1d9ed76aa097cdb3 18f91ea769faf700
19faea5923bc8950 1acc763c2a5a851c
113be97f5b72ebee 180fcfb0f5dc9f9e
1a9a2c29effa3814 14d6f968865087c5
2e5f65e5e360e05 1230a6301b8cfe21
11f439c6c41a003 1f43c150530895db
383733cb1cd515a 12428249509ca5ad
1bb686d4208cf7a3 3ba2d0602eb7337
685bc8dc1ab10fc edfa009b273068b
bb1a7f389c590cd 7faed74ff1b4331
e0dfcfdeed866e9 16a02f413716e1ad
707a183e32a83b2 3b4ccb8a0bfa347
ff0c6fe1b6737e9 5ce1591607a3908
4c12017ff711e64 60b26d7fa10d812
bd4a83437f06495 25c8aa5ed94bee4
18e500278514884d 1ce8cc9be8e9ddd2
1424c990439aa500 6eb5d138f1928d1
10bcfbfb8e4b299f 1a9ba3c3f03df9eb
e7335d69a50042 1e51c75aa0cecdca
11dd0534f10ffc08 ffd1e74224c07c
5d62c784668dfd6 1d8104e7c12e5d3b
1a4a0aeca0256bc2 6ba5bdfc4effe3e
2df95718b6d751 10205108bdb72c4a
103851d7328f8c4e 1d2b24b7cacd23da
19cb86cc24d2def3 e106795d8710fbf
1cb3e800b5880232 a13d4020e381d6a
fe7059b4f950e8b 817bd716d220cc2
14551be334532dc6 1677d884993c8081
10372070e09d6fc0 17960958be8c238a
581fdf7f50914e3 9dc705c83b7f0bd
c3ac36589c23382 17d4f12efb7b6752
62940d2415cfb89 a61cf30aaea1bc9
14fa4b63e4b96c04 13bd3d8ddaf94b19
f29cc372c478da6 46ccbdfd3e5e09b
1e32ae3bc3f3b3d8 d5546c32ec54e21
1150f749837442d5 176bb9cb13139a9e
1d00c149c909a5c6 4abdac89f439ee2
87a0ade13388dd7 1aac4ffe4b6a0ca0
97b9a5bbf21837c 1d88ade69986d930
e16637e4ad29146 15513beb3fe0c4
1c2942506b1b5566 34d7da620430555
7ac9befe6d7f0ad 7cb3230134c4bac
13f0d924ad43584d 3b70a34ca14a840
150cea77c9edcdd eb19d8c826e74ad
d2c1211ede1a0d2 48d9daf7c4d2195
83e456cd252da64 1767e72c61e40ca0
4629ff234c7b0da 1233c294eaddba32
3e4289100ef201 1980fa76b0d1c2f0
484b60972e01f8a 1220c4c57a860776
1737a1cc27a6b77f 23d994d81d76936
1357b645bca2f6e0 96349059b232f59
1a107f7fbec16741 285c991fa9fbe68
50b9abad17d34a4 efc8cf26bb9c70
1f07c514f2283b8c 598b00ce624a75c
718776450197b0b 15a03fa58c42ae65
710de033d623c0d 1b6f82f2acf7338e
3abc4f19de662a 19e8ea10e80ca3bc
a3ae43985ee479 6d7eb24a71c9ed2
181cc04ed3ecf61a 5516232a4489b16
17798dc68522d817 d3ae98794f87814
1afe1a236673fb65 538f00a9d19b5b5
1ab6b6f725f0cf54 4c73f9ee11efa41
de5873d58e49da 1937d24d7df94425
12d48893d2d5bdc7 1926b9ffe278b040
8e074428b1dea28 15ed1754d2284282
64ecc27ad4a009a 121a2d231dd1781b
18e9dc05c1b1e46b 1a6a00b1008d96f6
1f816a0b8b580321 9c1b5d8163427d3
fae411d6b843251 186ebf378b18e80f
1c17f7dacb131471 1d173df1bda626cc
7fc88f43c34ea8b 1f0a5c3bbd983190
12851b401d0103a0 b31064cb159f917
1e65fca6951557a4 2c82715a55779ec
33d51da673b915f 1919a4d5f20f742e
1adcf2eee036794c 7debf91dfdcbbac
87a44fd36cb4304 120b3dcfa1f3ae4e
d66f63f0111e236 1ba13efe2ac94c2
1fb63164424f83c6 16acc79a0cd0c0f3
b27f26a6977b791 81ed7da46c33075
1f341213846f4959 134e0de7528fa53d
84526f51cb078cf 767809f27c3c4b5
1ffe0af34eb3a2f0 5052c7965581adc
1bea5192eb1b2bc2 cf532b63abf03f2
1d53f9c0ca6a6cbb 1471ce549eaed385
a2a5b323c0d6661 d6ce7e0a9307134
120a663f269e6fc2 1610323d2ba0ee79
1f026af009a50ab6 ecb500cccfac535
141c2248a45997e1 4078087edbbbd2c
faa84a4a83c8880 14aef46dd5622b98
f1eb330f8c4bab5 6c357356a5f3928
1021a02bca001774 dbaad8c812bf214
1d83a2c413641dbc 64e833c93d3e310
b20a43de837badf 149e117c458b637e
133d75aed0c0b662 e0903d97d0ec9dc
227f76c47913fbc 172f853061802a2
26f244c797e15ab d5a8f2cf1f45f0e
1e7dd58763f58f63 174031e83b267dfb
1c11f5c8ed3940ea 1dc71e4f403b470c
1dd8adc6e035227b 15fc2260a22a8391
163784ce69342bf5 1fb7c9cb95847790
5fdb0de0efb1bbd 1a68be7d3e5a793c
2bd85ad23c19bdc d99ad7c8c939f92
12c614069a3f9c9a 1edb44d22a7881fc
1b953758a35ca405 17d4e2dcf61afa36
8784985baa8469f aa409bc915bb4f6
181c99652feb0893 b764a25d8cc18cb
ab21fff562f2e05 4275f39b941e593
5cea023608d1f62 e077e097b7be525
28ce193003c5005 ad2db5367beebd8
14a91a25a2d754e5 147d6cee8a9ccddd
3fc00c3703d28ad 1a777918f1756f12
15997deaa1e8b00a 1420f584364e8d18
677fe19df38292f 19b064633d6ff51a
10f59c6f3b122c98 d2ba400757b1ded
b0bc29b2f11156e 14ed3cdcd7b94ab
1f6e9382bf95f70a 1b89546d82052998
6904a35d63e9673 32a5fc41cc0a873
fb8d0afb5f36d2a 1e8b5f2539188c5e
1db8138e3d95b9f c6a5b2155472986
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
1cd44149beb979cc 4ba7d74c7e498a9
361e3def55130a5 19ff9ffbb7819284
ea0cd49bec62b8d 245401aa6706db4
eb9bbd372c56b88 1d33266076306961
330ea50f74febbb 1a3a305cf1c012f0
6a5bc2231b63878 d5989dc5468ce08
17d99dcaa62a9938 12262a0ecf58f5c7
37a262500ddaceb fd94c7d96cf6307
4642dbd835e7f0d 7a5b2d6a52a0108
2d100220a52cb59 1cdc7ec344dc9a06
b72398a599e30ff 8ea4511be851c9b
1bbfedd313572e8b a2197260548e453
1775539f252bb8ad 1aadefca28a7eea
1287764f396ee6fc 1d267326bffdf68e
8423150bcc4a4f3 1462d08fc65fcb34
1d60021777118b3c 1ed764cf93ab4376
1294a506ded296f4 be0889f1fd72c5c
114bee1f59929b26 160905025d85f600
1002327df153ac64 190c9da1264e5178
11e85c731d65b665 f2582d8ebf051bc
1da428218f7ef1ab 5ad3e8502d4c4d4
b0f3354edc9f756 ec9fab4ba54a079
1da3a43039247463 1a5503e5a93f47b8
1d072d8b96b869d0 5229b618e4e3451
1479ecf0edebebd9 6164e294b62719b
ff9ba9a27fa46f0 1bb4b1b15a7a85a
8a3d87db426e33d 1a17bb87fad0f268
15ed9a3a379d7979 10d67e6b9d68ceaa
a5e761eebccf088 31e06ed3d6d33a5
e389d7c0d79ed5a 551259ba13dec87
1edc126993b5fb34 16473f47dc863ccf
8295d861e58466b 1a6481adf2a4a372
3697d8774a048e7 2983d40ae6c4fb
1d550eb344f303ef 1fe922f47fafc858
7df962245460b9b 168dbdbfe8a3a23c
ad3bf505185185 9c492bbc897176c
12cd3380f233ccfe 8579c9c59dec869
1be320f5c5bcf277 c9bdf47c5b9fcdc
18f631de966c2bb5 1bb3f61f9a76e917
101cb465afa3ea44 834862a36e82411
25d745d5958ac22 311f3a5a70bd67c
15d54b00b99214e9 bedab26f774e2d5
c2a2010bfb5fc39 1b865953be47dddf
fba69abd7915285 14fa0519b8f1fb4a
ebec54e0e9e052e 1d99d41508b1278b
813456178920f60 bad058c8a0b9f79
3e1476bb3c5b787 19981b2eafa6067a
2524f41cb1fc2a2 1bd501ebe76c4862
1e83b26e538f3345 34f7fd6be4ff900
db72ab09833d1c3 1d6696eb75f9fcd8
1f072ad5ed2d170 1a5c273abab4e593
dfcbde4199fff47 287cd60e65f7b96
dbf2d4b0e584dbd 28568a5beb3bbb2
1a2df2c15367e883 1608ef295e288f0b
365c2ab1872b9ce 546e714fba619a8
c7890af8484981a 13a8cdf00bcca46e
1b432a318559e2f8 15407f50f126644
1d32721bde4b0456 1d7e81cef6640225
e360189a0f3143c 15f20356736b66ff
1d0c9dca5bf017e0 84860a08ed9bc65
11c98c3e07d41e8a 2e9f3ad2baa1bc
104e1451d864dfc8 173cda53eeb41d8a
1aec854598c21e3e 94813d64a32781a
14f45ef1073bd2e2 18adc0203e8e5da3
f0ea5cd0ca03dc0 1bcc383f19cbfa90
27d59e7b688fba1 9d0386a8b277ad4
d461cc3ae216c1c 1882cd441adcf36
1d281bac81c1dcf8 5797e21fc12b36a
c51496384d2369e bad1b7b987eb680
1e276893cfc532dd 1969ebf71297f216
1f2309ed671f69d6 258bd84762b0a94
1098356459f341c7 4fd429096c73330
86f152b3cb2a02 10056cc81ea4bcd1
1da8f7a594fb94c9 135cb36e289f41ec
416f70175066e56 2e669f786bc8d88
59a7ba3dbbfd537 1ed12f9e8bb74154
128199de218ca924 1e59deb6a6437adf
5b8d6f65f2f0864 ac88b16a093b239
143491dd1be2c5d2 1ccaf4ddb9364502
19c102d27173dbff fa4463e75851626
1b2356a0b2f30ed4 2e62406b09c5ba
c6364ca26751476 904dcfaca525236
ded4c0e26d1d8f9 19bdf1240b6034da
c1255cfb8db92ee 1e06ba3746b22427
4f9eaa2ac577536 f49242b8ee01224
17c714746864e99f fddec84da15096e
151208a846f731f7 4c255d3bf183d26
ce0340766b30b01 1d0505e54a89eb16
16e8807210f48c84 128e49ff7037b6ac
ec7018aeab4f48d 902b487ea41c273
13b007584fd18892 f0ea33f60886fb3
18252bb961d6f19a 30bf4dcf94f394a
1df45a3fff4381a fc334765529d162
512e6f5460c21d4 11ff56e9ad4e7d05
1b81127f25928ac3 1964a27577425249
5582a8289913891 67a086b66d07b2f
f2a6cb9b13e76a2 b9d0bf9bc5a7d7c
1b6015c7bbeecba3 80da808494e8e56
1e3cfd561328e397 18b0b8e6771f8f3b
1cbb0e07634433a7 ccf62be54ad924d
ea15c4e94a5a576 14479215bc0da100
901f0d5ee446af5 13db9cc06c57f870
18bcffa2d6d38f1f 89088a2301683bc
1060d2b53e8ac89d d89ac5cba3c519f
329aac51684e7e6 18f01e948fabd9e2
d0cec65f7468d4b 17986812abf329d
d1c2a3d2926ca7a d08ff5609140c0e
536a9eeac19d778 b61bd8affd4379b
1a6f5270462bd62a e8318073c4e324a
84736401cef513d fd1b141b5c44e54
14167fe139f58148 15c791a4d30706f6
97a3b4d5998e3ce 174d39a2250ae89c
67f10d4266f622a 1080108c45280717
1979db4d3963d8c3 1d8b88473c27a5e
756ccf05a63f9df a5395f3ba15cfe3
1eb7420b9e156ae6 1e383aefd42fa8af
89d2b75f2bc96cb 116244392e67fd2a
1dc588d0af2d0cad c623a7178d55109
e912cd111f1951b 1cc1c9f56db3f5e8
13f0360c2ab60a04 11ab5f7e3e426266
12b0eeba3d86154f f5c2b02a4399de9
43da57865668164 dde0b0a87905ce7
123504b8441ed76d 1ad793af548e7e91
17065eeb1fdaed82 4cbdcf74782352b
1af8ea50158a14e2 1b8c9824162fcf07
122326c95f21ced0 14e156da939e5322
5ff4fa3563aff14 81752bd64d8aa0c
70d756abffdaccd 185836902063bbb1
14b46a752767708f 172650a3102c5243
31b25b635825b64 9d774100dcbf67
1b510a8663cefca4 1ab2433e63e9cde
5f3445aa509eb26 bb19bb3eeb9e7cf
c75c042860338d b1318331323f140
1a5e7e53ffc36af4 1c9163a64130af10
6a8e15555e99b5d 11d7dd8bb72283b3
1502b00b4f0c62ab 116596b69b68d148
a8d49f40b4c809e 1349f580f2bc1dc0
ad99aed3551e0b9 1c56456415874b2b
bbe436ddbe5cbb9 14f37cadfef02019
8342dc614925685 18ae338145266b89
125e80bf3e794fe1 1c67c0b9fbc8808f
103c8bfcafd5b6dc 837771387af0944
8dbc4e928a53853 14758d1f893dc150
13627c2739142679 13d2f197bdfabdfa
81a9ed37345735a 106e28f8e1ff40b8
fc4546dda0a6baf 1a9ef9009a523e7
1b458eaa3ae6bd9e 12c76ba21ebfb7cf
b65a98cbe3a9cbf ed9b561b472eda8
1a832369e3c973ff 127230740bef7486
f46dd95817cdec6 f68ba665c57d015
1eb3881c66613fae 1722e9edc114d191
1c13187d8532b478 1e55297fe18de98d
16645f8abe324477 3bbd41e73788852
b748d33b6587575 aa137ac3022db57
eb0a2e43dd01dac 97176a8005818fb
1277215b93128d07 1c9451cbdfe0c1d2
7049496e5f57a56 c41402ad66bdf26
1534c17edf1e1df1 cedcee4ed373240
106a243ab7a09e41 126cef90e23d7916
912e5c3517c3c0d 74bec23c0cb343d
12f4a607e4364a11 d8f5a8b6561b32
47e822365c159a a83bf8c84edf375
436c35c780e00e7 14ecf8d1f1b6b28b
19445b1e8d158006 1286d1eb089fccf3
eb78cff76ef71a8 12ba053f260112ba
343e11a1bfd1580 ca97cbb8aef5570
12fc6fed01711ffc 1eaa61e018f87e9f
19d0d959ac41974 10d7537fc362019c
1c85927ee5269987 19c6f1c09818dd2f
9958055a860b4b1 4eb931579c7842f
1c1d18e3dbee9838 1f9f435f9fb0d042
1b20f0c065c5be62 162342cae040a085
1bd5c9692504451f 1565603aa8ae2740
ea5c719d14acab1 fd28b40db36dd7b
1ca3cf94bc158b2c cb6afffb8a5f779
6a8d8831bbaa1ac 2762e037f2db9ac
17563b3a830556d2 1738a171f52801ac
1cb6e118505707d7 3402331ba145daf
fb2f5b13ec84ab8 1d462fae731f82aa
1f020605c548911a 1804cc26c64a8358
de7f32fffd4f079 2575563e84b520
f612d1c6fde88c2 14528d1df4c696a3
50ac16130297374 56366fcac722975
8aba1bed8ce8db1 64ca8fb49bdb7a6
152ac13d3a5aa109 1f2f614a63955ba4
653ac4e8bb1e484 8354363702eada1
11dfe2aeca10a71d 19e08ad55edb2411
13a52dc61a7b2de4 99697da5848e640
1a4954aece3c4389 729f5b2b7aed1a6
27026fd2169733d 1f51545f35b2ddad
12c27d342fbd5ea8 1482e1e25182c40f
278f8c66e600762 34430ba70451e49
17798dad7eed1a61 14d3bce49765cb2a
775818b83df0be9 718f93e1dee2c9a
124ae4412d8685b5 114d79f8c843af16
5e1a8fd7bb87831 1396b46ad4eb07b3
119afcdc5e536c25 24735b1b8aacd11
1a81a13e8580d4fa 2c264cb1ff528a0
94137e34a0f4056 1b54eab15487d1fa
1d0922140f9409f1 355029f59681ff6
5af0825a5dac97c 1e0ea334c63ddf52
132cd5729fed0da1 6324619cce7e492
10a5370d9c0a540b 1f0aa29d7bdaffe7
186181a4e86ee03d fc1ae720ac60306
cd1dc34a6842579 17a8bdf72f5bcb88
b8c3f28607825d b42b30e3b1f1d7c
168f31a47558fe4a dd3be721e551737
328e22e0bde6468 1486a15f935859b8
14143e495c8bf43b d9ececee785e14c
1d739b5e2ddb892 73e717e5093240b
d29c3e0fe1b5634 39e7ea71bf13458
7a6d9a50c98392c 5062bfb024adf3e
bd01c4293d5367c e37de45a3954d58
2e6c39bdde18e71 1a888037d45850a3
9f3f1c4fa514b00 d4d1470edfc0907
1f0649f22f624b68 1dff289d6f6d90ed
47f452c8cc893d8 850123ec9fc744b
19fc5d4cad527b7 4dbed46c5fac583
8ec6ecb5b754c33 46b897c2e234215
7371c45e52d26c5 1ea7a4d6b1d1b582
1d389235ee0439bb 1ed2f2640c253d43
18002406b53836c 12c13096db72f08f
17364e9268f9682f ef900cdb3132915
bfa45fb4e7bc961 19296b2eb8e0b04b
dc115c3723938a 70a59f86c6dcafc
7aa0a4f0f181f7e c0509315ec0a156
1c317b885d2cd370 1ff07fa0a7bf2bae
a42814a3536e5d7 11049b8ceafeb75b
14c3df30f517e513 19c9dd2cfcd794ed
5a986ff97211c30 78d58f1cb45cd7e
1bf9c2a9cab4d687 184e3778c5b6f1ea
4a46d59cf886e 20b70a48b6f66a
1ec3b4ad556fe821 16a619908a6bf760
b2d9344d57930f5 449ab900aad6574
1d3a589842c56416 796ff430c65882b
122296de0b58bb38 1f61070d1bb99cc3
b6650559a86b9c1 1e68f385141c93d7
3bd391d948c7dd 13a7c578a8a1966a
1c9d668d161aaee4 1846e817122954ce
795633fbd6a39d4 10c5a08c5d7c62c9
1edb7c81129eced5 d28d2db2df80a02
57826f1a1c99555 d4834ff0f834b1c
659c96bc1b3b06 18f825394d0ab476
467bc9fd6aba506 a0280b56365dafd
17280e0d089bef7a 7f4a0651dda8c31
14a053879ca0f0e8 b1cbbc1c21fb9e8
1cd5317d6c8a31b1 139b89d498ec5a9a
66cc17d02c3a935 24d1bfa596401be
36021912121445 15b0af18e9fabcde
19075d30deeb973d 1237f992ae94f4cf
12e8953c4a4cf573 1b63a7f7ec4bedcf
193ffa916ebce895 f9cadccb73c3bb5
c4960c225843883 28ad08b380774e4
8a22e5b04bd941e c74f84900d6ee20
15dfc69cc9d33537 1e20c593ef270a3c
12afc61a2bd25c2 1651ed17d867b149
74a6a30e0604f3b 1e5ddbff11f7a680
4828970ea1f495f b268e31b12ae301
1f5890ad31d75199 16cc61bc1ea13483
20f43539002a975 e4f136b6f81c0e9
152a024b538e34e3 4596ef0b58f616a
13a39b1ee91fa8e4 1599862a9d19b6f1
462f8fba9a0e003 a3309d702759ad9
3be186d32ed92b0 1bd1d5cb43d73998
c32571525d6215f 143f66466bb3eae6
73e0f3e9388635a 1d0defb412bb55fc
4f43d94807494f8 7fdc7393b563fae
271d7f54fc24a8e 19d909f80dc19d6e
1cfec0f31b68ace4 13ac8fa48dc4142
196c87019498d0ab 1eff82bc518cec9e
3577bf29f925d34 1d3d604a4b18c72f
10d043acc3ea1dc7 1cd0343862fd8a2c
b34b725a3138fb7 1056f93f00ad3c6b
9d87bfe23a679db 5a61e061c7e92c2
13c5bd8744b0d03a 21387a75f8e25ea
d277944f727e764 8f6205fc76d7748
470dc6bbc6c4043 df0f57ae3e8644d
df37bcf707c41f4 1cda1d2f4fc60530
142721965d29306 75b135c2af57530
1e7b068ac6b595ba 123443787fe80d9e
1f38df42aeafa720 ebf0b568c32da70
f96c104efa2d891 1785db2ceab263c2
17110e307248806f 15806ba9feb404c2
1e9ba834f7151901 8a1f950c0b2aeb2
c9c5fea843f368b 8ecd1f5b2665a95
1ef4f3b660cd1158 1050b7fe50250352
24dbbfb072fd408 3ef72a803b3e944
14fc69ec23a54dd9 8f7efc6101da061
7507bd95e89f488 54b4936ed17603
18961a86f1a331e 1f3aef0b125a4770
7a3d0f1faa92805 15e2f7d0ae29a0da
1c9e7b36ab024429 5d8e84c28db2e33
1e5d96fac93dc3f5 a0e4521722e322f
ed4b9fd4e6b86c3 152a70f21b4c53b1
161ae828d9aba035 a48e369b5447e50
12d834dbe0776e9a 187680bd35243387
110fb55515e68a0 16e960e008cd8bca
5818fe3472372a0 56bf0adff2177ae
164afbe447fd9563 e4f64dc65611b31
4413188b6c260fd 44264b0f5e0bbd3
a7c40dc84f34aca 1d2e33d29822a4bb
48aff8b53c0d761 612e9ba707c3476
11bc766ef46c8eb9 1cdaddea3e655fa2
a2998219c7bbd70 1702e7623ca98ee7
b87fd303a96d587 ea1d94cc007b54a
1de69e712efc4d47 1110828b48e11354
9cea27bf801a7c1 5485ea730b0fa85
de42590dd233a0b 2a71a4075831516
1da072e18ae5234a 31f41df202a28ab
1fbbbec0cd97f9bf 282c1bef7f18fe6
e7dba90a86abfb 375994517f9bea1
1005fe4864628671 1c6192fbd1ac567c
161e75f7de02a011 1ab01ff10ca192a3
97383363d4a32db 8cc555be312dffa
118c347460bec14b abae206f3b79d81
1c951494c80ccf8 1daac746666a76db
b2a709f5fad0124 9339258dab5b46a
105e14fa8b4c2f43 1455e85191e96387
177e474a1e5972d 1b62dc6ceed24c6
1009138f66304b13 13b7146310d8d1e3
eb059a762909bcb 1ce05f74b120e237
dadecc08261a4c4 1d5516aff298343a
c5010b1db451524 c8e4506318a65e8
1ac1ff8da0ca8131 fc6f319c049cced
198b56fe2aba3975 97fd8c2ae4419f1
1ef266b0ab0ff5b7 197dc68a04623a69
1025f27d62df3c24 1e1c9aea674d7e51
1a399e70d784e1c2 1e525a0e7de7c62b
1714144d57e24ee2 f4c169d1007ed61
1eaeebc35d9dbf80 12a5cf4915ce077e
18f917ddb0e69b8d 13cec328cd7a0c9a
2f083fac087d1 1d75a0aeb21d7b92
153c651ff352554a 1a67a4f9fc02693d
1b8d80188448a4a8 915d05474cd8b56
b1688f2ebd1d586 16b9862e01cfd9dd
3d3ef688808094f ee658598b1596b0
fe024313edbc389 1d634b9adaec44f4
1f96f326d6802741 143510c8cbecb0de
fc1b2b0fb40226d 13e03954c1e4a088
1d33118fc9124475 b135f906212f6c1
11cb15cd2e9670dd 17028f5f1053023
180e70ac1bdd76bd 14b5646bbb1900a5
de09203f5e3ad0d bf74cff1130392e
109312bbc6c8d03f 39f5adf85c0777
1edd5ce7b8903840 1694867b27c32f79
179065618caf0150 fed2584db43abe5
9997d34dff8b63b ce02f8136473aaf
3f26ffab2994716 5a8613e5f21307d
173ba1633ca14872 1d0ffb4f51a2aa26
607580754cee95c 1e4ae10945548da9
256ff63ff283b9c f18485bdfc00775
1182b3214149ca6a 1e0e237adfd7d4cf
14071d1798facfac 176ddd055e2151c4
15155bc58347b336 1e0fc26fe42ed3b4
144b3e281546281b f51814de86b4a5e
aed0b64902cb41f 195c7f8c02556415
1f0c2b7ca668d76d 6b771ad6445758a
620cce423abfb9a 74f710b839175bb
8b35599dc1b7b30 16cd6b817a8544ce
149cb43a569d63c7 1133faf16ed41101
13034cf40a44240b 15a673863b3aaabb
b9c018092e36d63 8f15b1412817e49
11f2f177dfa476a2 1e680ccb6adcdc9e
11a7c71e3fa364bf 51879cf8eb9f721
1b45fb7d2a295922 19c14bb8c2e4e173
1b9bbd14751d8854 1a0b3903902f4795
1eaa15ed4152642f 70e5c7c5d3877c8
1caef8fdb6d89547 6473940bdbc1d76
105bf8e2009b8c9b 331746877a0901a
107062b00a15857 19978917ab1f3892
a8e4128ab621ada e8e8c4c50c30688
16ab16dc1f1b3ce1 364bb6096d35d31
1e75f165bab431da ab1e99e30bbd94a
16de19ab6fa32100 4cd25226183e2b8
1cbc90ee2b879802 aa6b433c73a67ed
163db498b307cabf fe3f94b8eceb91e
1ea94c76dd2f275c afcf36c5a2cf5de
19f47f999eff2959 145b4b567a4e2f12
5aea998ff9c7071 1812b4d876d4d81
154fa66d6850efaf d968e7750441ce6
a28ea85572e0529 ba33996a804162f
e4a78a1317a16e7 dd8b26642e87b3
12df96de30f4aaff 212b06b86e233ee
1075659313f4f8db ba0e790b98f4fde
123835893427a603 5018f8fb5e04898
10712c4dc0426c46 1ca8c0e67f937a66
1572cf968561d7da e5678c5afbd68a2
5c4e75558591aa3 17fa3fecaa347c9b
6ca3f2fb8af28f1 c66f3bebdf857fe
1b8486abac236286 9bd9afdb9910eb6
1e9c93143a70f03d 1e6d854b428523e
81da0268b923031 130a568e680667e2
4e9b4fb934f28d 13d8102b71e0c271
5bb28b2f170e748 9f9ab0d511f5d47
ed65e8a4b5a608d f77fe054b73df7
d7b76e3f21e6ad4 1924796e449d041b
11182ec80a7dedb6 86172eb720ef045
1009a6d65599c868 157d12be6b9b8d92
4fc24d6f201d2fa 68d63a6ea6e4483
1bd025828ff5a904 9115fe0d8b3fafa
ddae15e67dec2bf 1620ec29d72cf2fd
8214903e1fb90cf 444b3b75acdf0d
134e32cea63b7e9 1ffdf4da592a42dd
13322fa8cd2ba913 109a43c731bfebd9
1d700e6298660168 14253fef011f7acc
bd37868eed6c0dd f00ed2244415a74
fe2940b66a28512 1d977e86410a4f87
91d976df85e6dd6 d926393d21d32bb
25e973d76a3e7c5 2f23681479d090
10392e24e988d91 17cd4736b367e535
78e2f6becf6121e 1c856724aa8a27ef
afc177462d3cb93 1ad306e8f7552681
196d4843343ff53d 9c7518a4ed00ae3
15c7f60bb58fb50f 14a29ba995c5b426
73faeb477f14c0d 7b8fd0838de0025
d2a44a971d7c8fe 14efdff7b0a9176e
1bf9b0d39df4a86d 1a9f2c9b8c6dfa9f
1b5bdb01d31b9f66 117a83abd4269a69
1aba59583748a875 473c174dc757df1
d43644251ece43f f5543457b72465
ad7cdb8ed4268a3 78e56eaa0a9419c
1adef2ec1b5cff7d 115dd0d6ce25eda1
1fd40a4606b34beb 1215653a0f42459b
1906ebf1b7410cb5 f2134726ff47337
10d7707a63ef64e4 6ac9d4a0020c5fe
ab818165d3b97e7 9a0fa50bde741d1
9b692168abb72da 6c9b3445aee37d1
182e85b58e613f2e 834e9dca40902de
99725864ab0320 832e59891717bc2
f25e2110bc085c0 1312ea91c03f4ffd
74d6175ab18fc20 3099c944fb7c8e6
1dd6c1541668eccc e64a48cbdf43e88
32d2b842ed044f7 124d3edc08783c89
ffa9610cf0be7ab 71a0ee49e567e02
5d7a9f18156c6ed 201a027a994fdf0
46b37c161bfcb9 180e3990596bf575
25715059c5b5260 12377f1ff3bce6c1
11c0cda221d60501 1c63a07d84acbc6d
255a7a8736f042f 492c859d6653b8a
6e6d65197016144 f94f6c56fae6e4c
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
1be004a6c0514c1 17cc04a89efeb0ed
1cb40e286e5b0d83 12bb04ab8ba28b1a
181593155df316d1 1bfa7d1ecc0e8f52
b0a9d1d4369202c 1b7f0e67fe1d49b3
a337fc8bb5e1a64 1c65744763ee7429
12656c94b25c3738 12493892966e694d
a0d24fdab271fc8 1f7777436f012acb
6db581d0fb990ed 2cbacda80458783
11f687b524b07921 1b07ff858ea87f70
1dea07737267295d 1f6c32e143fd922
1514bbd42877286c b4450e3d7bbd9b8
3c0059a6c64aec2 197b79311123f606
128e132142ed508c 1911345fc14f1c32
175eab0575e442f1 8264803d764566b
135cc9a7a806abad 1d0ca133abcb5601
1e5473b278533bb4 17fa4209d0962f2a
