1ba0b816e3e06709 1b64f34c2d8765a4
a0730a78fd90428 1389b3ebc31401f0
1756b0f4fff0ba78 4c8dd0b43604cca
4f4ec0264db9c0c c693fbb4f22a909
8f259208febf250 10212e418f49bdc
1aa69c95e0d5c2fa 1043398022dc140d
165669e465ceaca9 46cfa77d0207e68
ba60605ca003507 3fe31c3c453a2de
2e7bcd8985eb3fb 6ed51d9229c8036
73ffe3aa0600bce 3fa2ef71226e0e0
a6c98994509cf10 181b50738303f53a
1729cdad2ecbab33 17ac7794b08f2120
91378aa3e61bdc3 495014fbe23be87
142c24e5357fe71d 1d83b44bb289616b
17c0e776690c7ee4 f53538e0b86806d
b5b13e06a962724 1a010d878365de99
4c6aa90ca2f5065 d13514b2f9c581d
c7a4662e38e7c1e 98767456e1671e5
5bd568ebcda3ceb 186b105dac0e8216
176c6ce35bfa48fb 2345effafb30df8
7086ba3b2a31c32 297da8c0a2e3454
2d6ab90c1d1ff39 105acf7f77c09ce3
1f5a86de8e5bd4dc 1b56c01d7b7a5f6a
1bf34055d53e2008 1ebf384d67e9a78d
1b24c36f8b95c86 5627a22f2600b0f
f8c9e599d2b99b9 16db3c82adf14605
caf8d0bf7a9b941 e7b031e51245ec8
e94dc871c0845b6 1046c59257c5a202
1d22b1e86ca69151 aea3e2ceb765a9d
3652def269fa5dc 158eaf7e2f7ad5ff
1a8b3b9df0ad9bbb 1be75809fa54aebf
12fde33c30ffae47 da237cec73528b7
1100e65ff41d1f0 1eef108ae2a04e5f
17a501201138df6f 1e00fb582b1c67b
dc82c16cbf247b1 190941cbcfed1b9b
1071b91d540f2d13 109e73f637e8b6ad
a57519022f63419 159fc55f739817d9
c5ea3ff95e6ac56 1b16b8d8d11eba49
1d69c916daf36fbf 8ab7f68823be374
3b6bc6149525e0a 62043fbf28101a9
11cb7a15b56f944d 12c063e60ff45dc9
15f69d43f74ccfb0 4065c51a5777031
953cf381eb9897a 50768a78f1cbdca
1fe05a0451eef43 6f06fd903885afa
bd36937c6ee0961 1ef985f14f2cf6c2
ebe49e7bf80dbf5 1a0bb4b6bb55cda1
143df7534c9bd08b 1c0607cdc85a9431
bd241a4047d24d0 168f570f7fa15906
d1c46ad304b9b0d dc5718892ab868e
1c9d39a83cc94773 1a9a17c5d02fc636
167413d3098bd8fd 43b00b954c21d30
80f7d819f8716ad 1e2810b16290e4e5
10962a1bf9841748 75e0f868f321bfc
b680ac1e99fa880 b4cc669be4f09b6
404b220c4311950 9d9dbd88d83d106
8be66738e734680 85e8096e6831a5c
1a4c4bcd5451a85b 1afbe10aab181358
c4cc74c6e6f53cd 1ae7222e39987a26
19484fc8c3ce6d86 38fbdc2ddd1fa22
38025f419d26cf1 c617e69b536c3d9
d0955a1c78248b2 4d2fd4250d440f2
c3370e0c46896f9 15ffc12e08fae810
f0f28b9d85c8ba9 d8a744d2edef8fc
18f231599b42f523 129bdbe3d1a7a866
ecc6b10c510b1ab 13d025a70fc5b757
1c2c846541cc9bd9 d1712cb01b22555
59cd1837a2e3fd5 180701a5a73a3c4
1dac6277d696a542 108e22d6b02b1b9
258b4cb5483c422 154f188cd651b5f9
66ae9f542a8e5af 64dcff21fc330f5
1b1bb69706cd44a9 10bac37981aedc86
1f9afe8bb9008436 2ef742272aabcac
fc8ef6a101aa89d 8bb5227b3cb32b
1ac5fe64d540fd64 1ba86cf56e6e04a2
1ded32de4214c3ff 767840c8e404dec
822d9f0c51f92 1b2da2b012d1a620
1ba0d87fbdaaff28 110ca94ae0d0b350
10ab28b70d37dd07 d3f9c83da5e9dad
a832a224f32f47f 1e07e92024dbd257
1a755ed9ba905e39 5d029153c5dd22f
13f6289d5a5b381c 347339791310d20
39276ab0eb1e2ce 16bf05578f376afe
15659ce16dea0499 1c56789344301554
1c28516e4474f7af 14304c6112955846
a439d6fd1a656b3 10a31c7d72aae7d0
1b05f621b71a9a28 11e4f984ad937802
1236d4201a319465 187143d7f50c7abb
19b5f38374d0e35f df34c1439440209
bc42e222e0229ca 9e0d0154c237427
b3d2d4bdfcc2739 1ee9043fd6c49038
e8f7d141f5afab4 60e04141b47a77a
bdd99d1a97e4850 f7376492d36f383
160e5b964b8b9c72 401a4d78e9589aa
18fc425ee6d94e8c 1be3f802bdba5a5b
b07c9cab036b16f bb1a8ce4a286506
175f6233a9c0ba8e 7eb85cc45c2b400
1ea335a1eb2c1616 1740258729b0f88f
1331f393143eb9e8 5c1f75dbaf509f7
156a079fb71d964d c9cb7945e54cf78
1a46f11a5a9c05fd 37a21b4540f5a31
7b62be9063f049a 4cd5bfc2a9239a0
19a7dcdd1797b426 15b52d5e6649c234
1f5545785a388375 94756a1397114a5
8973b4083005528 2131b8db14d784b
77ff6a266327399 c6b58b378fd217a
de8ed0d07c8bf85 3e07d03263c2acd
1af9c1aef49b9fd1 ecc61de521bc56f
e5c2baecd01afb9 5465c95bc2b1893
43114969cc027e0 1d4f4276cce0afb8
34513dc1d5f68c5 899eea90107b037
1323793622f6c5b4 d7fd11088900087
6d0a3ac7ae0ee94 8e99cf32d2b9371
82d1231bb7e5427 3ac53b23dbd4b87
6d7341347a35eb7 1663670b5143856d
10c2e854efc77ab2 14301cf03d4ebb24
769dd4f8adf72dd 1d799ba54f7519fc
bffec9f3efc7c94 1f5489c7d3a6109c
11f4ae0e998f300c 110e5152e6dab104
2e3ea628c9d2d53 f7afa4bd4484d2c
6f2135b94b5e0f4 15bce4bab15680e9
1927465ceafcab51 e99cd64cd8bffe
148cdf67e87a43ba 1c201640ddf12ad
18f0f8857ec42668 1e8b177e41cd79cb
b7f2f4a6be104d2 1b8628b8c6d4bc2a
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
1bb76adbad68a84e dc89ccbf0fa6682
1f05b9f88d266cca 1b1c8add58a1c0cb
13a03b83a8b7a661 13b528983422c105
6aa11831ef0bc19 10d42942fe746cde
121be868465b0d4a 448cdda8ca4eed0
1244a4fda8035fd4 1a222dc812e8770b
2794456f094fb86 f7070c17245527b
a6631cd24d95715 1f700a285eeca12c
265cf28fa5cd415 120ab84603ba389d
17864f0cf2937af 150d43f5829a4ce9
9ff363eb33ea83b 7b94b8bba0922a3
ba8b0c71d59302a 2e1267078149695
1cc87be2accbc73c 1d879a449f550d9b
49c9b22728e141f 10ab4158aca9309f
1303f0c5ad9d48ad 101fc8cf10e1016c
15c719994ef3cb57 9a5b0c6756a4b69
ea47a9a9e5d045c 802a0792f335cfb
eaa0770c9eb3789 1d6badfd827ebe85
5042c94d9f0787b 6d66b6a474a5cd4
3ced26d94c7d478 88ba6980a3b26b7
1d4e9dfa2274ab49 1cad8d50de399337
13fcd390f38bf87e 12ac9053b58af4c1
123fa4fe2ce7131e 9f8b9ca6f1bec89
a21ca88d24033c7 1e49748eb85522cf
60cf68c361dbfa0 10b088266631a75b
b49c4ec4a6154b6 da52961a2c49074
b4c0dabebc264ff 3e0d4ab000d85aa
2dc4cadc70cb7c3 10eb24481d61948e
16971d144ece6118 56f5990a769edb4
19806fa5b0a4a9a8 118d3d53af079293
15f5dfa3b835ccd 1eea8057a9a4ce88
1636888b9e9dd771 fecf1c5119e75ab
11250872de38bcb6 15719d575c72d823
1dbb262caa5cdd0 5e707c6bc4cbbab
a16259a7589087d 10226e734866a8c5
723001281571808 10d15eac5efa329d
cff155d619bf4f2 1aa068c635924df7
dea0a77c33eb248 1788468b3b4ae74f
1405a9ebf87f83d8 5d26c8928792179
10027bde679010e8 1423555b9b7a00c3
1b6a2b31c1cce936 f85a9b1b334e9fa
290d70ba1d1e0f3 16700810db7b94b1
75cf68bc0dd3457 15acbb437dc5a597
65a6c5edbd447c 12ab1cda417d0a5c
72b575fd916bafd 1ef86a2955a95596
1d0d6653be6cf4b4 197f238863ef55b5
18425c2d3c5dc906 122c3abbfded8072
e3bd6432f5c1015 f0ca65059c19564
6626442f63f450e 4e0dc5cd3b4858d
114aca6712b6f193 c53dcec71cdd22b
e2adb65dc78aa49 1566369e68a22891
a01ac9bb5206426 1ab85238edc3d6ab
12b94880dfecd15e 13d276473c7dc3bb
1c575900555d75d1 6870f52fd491148
16de59f8fd02625f 6f972b6cb9fc00b
11d3f51b0a108104 64ea8e585ba8cb1
e43bf2690321c86 3a8327858036674
de9ce3573da06ba 207cd53e4a0b83c
c3465e6fb2a6bac 1f9de287716580c5
104edd9bff3a0650 1b62dc3c53fb1593
17469ba73e75cb63 ed5ddfaf050cc5b
195dfc36f53b83d8 c23227e44542593
4d0d58d52e73fcf 2575016a9c6b692
1e800407ab2d84cb cdc91f5e2756892
11c020ee65e1c572 12bf64926fdc24f8
1d58d76122e1cd80 16f52dca099548e0
b1ba09cc86096a4 5d9b1e8e61cc730
dc1c520b64af238 133f6734c1f06398
1a29dedc1fe5609 5ad5d019a592f69
1d9c84fc687d2473 41d0605baf6eaa2
13836f6733d7de7c 14dd0b26a98421e9
6ff8fa6fc11ea87 1e4fd0a75c401a5b
de04bc97dd82d8 1a18b30ea5cc00d1
ac6160665dca226 c6cbc26226ba222
12299c9d1a0e0846 195e8728c5ebe3fa
e4f3428f2e7808d fc3f210809d92bd
1894d8df65a48ede 1bc01f5c96d4d3f6
15cb604e452c7305 1faa5f2332585e37
472ce7cbcacb1ba 85f4359359d9a11
174a87fdbc016fff 4228b2530d6a40b
2092eef92e4f362 547ba9a4cbff6b0
1003fa0b817a035d 1444183bd5050d01
172af4420c097897 177f081616c11678
1920bb7ff491a90e 14a5e72b2c4d4286
1381d4c1238fb937 fd5bb80d0a07bbf
19d1af6cccdb878e 1deb903d2d3ee410
130fdb29ec86fe8f 1d3736071e6895d0
19550b06a85e1f08 1f78cdcc89ff566e
117c2fdfe73696dc 190dfb29a2cc8b17
1dae9df859e0ace8 b9932bb21be26af
807e170bfca33d baa3cc25d0848c
1286a91be32f08b1 14326db8c5d878a4
98c7f53a4a4504b 5aaefa4b42e6128
a04cf3c0d092bba 1d836ce8266fd827
b3a20d2585f0b01 1fde70a94d7381af
12742eb05365e4d0 d99ffa44116e086
6c0bd7e70518e47 13f71111d322c628
1d1cd7101539eba4 741d00cee56c572
6b0dcb5bd280dc8 fa52cc514f252d
16fea32f8babade6 10f654d1ccac6120
7d7d9ea4da0537d 152166590dad5d4d
c4c5c0fef8cfd1c ab2bd6ab2baaf81
1db134a699cfc9d2 112327d245d3ae2a
15145ed96f3544a9 a7bd47f59dd4ca4
31ec2dd8d383b75 1e0f0d61917b9448
1163ded9b760f923 195be40d26733d46
19065295b37f13e3 1b2d5093f3f4b842
3929d65a636dc04 92e4299ae2e6663
1b0d8e859c917d24 e227087b901fcd
ab146c7eeee025c 2276e87a98d6632
4f1f4dbf0b25068 1a9818bcf93d1a08
1dc6a9d375012d79 1bb05586d1d5d226
19d8d1a3192ac1b9 1c7135baea315ef5
66d950bd4b8155f 1ebeb5e21920a03
7c90b8acd9a80d2 1f2d1f8fe7cf8fbf
5c30f0a5172578f 95638a84a974d6d
ca7fb9a4fcc96af b19f4127ca3f298
1a2905e0e2790801 159b799fc3c92d63
35a8cb7f8acf024 13569dd079e44a71
64b9d8023e3e361 b0c1e210f46d801
db5f57290a57a2e 1c581c470a911f04
19c30f3b5d3cb532 ad59a0a0a95b47
7b4bfb495ecedbc 1c799826145afe8c
12989564d747a103 109efedfe136289f
51fd712103ad14f 1f44fc54b0c83fb8
43c7998b178cf0b 303a941fc4e5dce
db526cbb002c7b7 178b5b2d159e54fd
1dfb1465f60a1a39 1ffad4f509f060c4
5a3d1c296c61cf6 16fa2dc42520d091
ed814bbd2bc45c3 17df9277a5167a7c
1633869800b0a14e a017b2840826562
85e22f2f06fc63e 1879dbe8740883d9
1f80efab8472bc89 18e42e5683720343
1ef6797ab566745e 1e971044e8a32e07
d0a5ddfa72ed106 149e9fd232e2dc2b
614b922645cf192 14d3aea37b5bcf5f
11d1f559f4603c9b ac2e4e20d9a3137
b7a7df28089aee1 178e7946b7418e7b
19749d8f960f78a5 1d16752f42893203
e02b42c52c6b2f 1a9fd4f0e0395b7c
5f9a0a3bf595590 132e41cc0ca068aa
1676247f3498ff6d 1e4d16efdd5cae90
1050cb3a9af58307 1bf729505c5e8de6
a83c299978fb0e9 19e26e5f9a4b80dc
e2861098c06793f 1cee9d14cf7e0388
1d651020a10dfe76 1192d5d38342e045
1b50167d9aeb389a ea48bea6e6caf7
76a63cbfe10e443 3d9242cbddbc6e3
aa7185ffe575c1 18f67861b0c50203
141a9d8b4797be17 14e0e53032855887
7cfa0feb984aeda c6c193b3e7899c8
68c60c26346793a 53be6456b64e2c8
1d709e3e5c4faf45 7df561cfc1eabb3
62393d6e96870c6 8def63cc696783f
81935af39271d03 42b1613a2e73a4f
94b246c0ae5097d cf1f76d1db15a91
2f848c933b359f 180b1391451878a
1d17214b6d1f247b 1dce6cc7e3264f23
a85bd41b02086e9 1bbd9878247b322f
569f5842bbd607c d2029a44cb06d42
18212327702c344 1f569fe76338916d
19628ab101d6ae4f 193605297d78e4b5
2d62ac00083ee20 16e14976b85a212d
1e8763e572eff871 114ee53144a148e0
90d3ab20b28b61 1d5fbd88d4d3b43f
10c21b11435055bd 77febb82769fd12
15a79ad8be0fd0d3 14eb5604a7c90631
1720a91f0d0fa844 13ca5d77e1f748c1
1b4eefa264f47974 1e0c3c20f6e6544f
996ed8bd335cbb8 e9569f09e7b0f3c
b93e9fd0f4e43f9 15ae29fca17f33a3
17569842c7917d4 14d72d7d94444905
8528d6b97d56bcd 9dee13ad9f09e85
ab112f50183c6ca 1082ddab96ff664d
dfaefa515418943 15e34c7518210da0
1186c36236474499 1770cbd539a543c9
7099b07b6caf69a e8a9356620ddd7f
e29575d59d87d5c 1be7a8f7d0ef752a
c8c6d776eda40a aece978478d5472
1f78bd212ebcf5f7 18fa125f9abb2f87
1afb554c4496c8ec d8f0f6771e30387
8f82a30f68aeda8 1d97369374cdd68b
8fe4ee51a90c79 1cdce55b8572f162
1fcec1a54cd779a0 ce22df21ad51750
1facf45b944555c5 154a2a4586914450
b2dca3f93e2d914 16b048cd2055a035
11158b67be772d99 18d84ab92e68d648
19b6c53fabd7bf36 5a111438abb8504
fc28abcdd8854a9 d8d7a18cc4d12ac
133cb8468ca7730 680d1ad0b3e8cf0
1f914af803e56b65 7ebe3d70135378b
19659c6f10e70ebe d1da03813258bee
bef96c9c75777d0 a9868e060bed668
1faabf7a22b0b2 1e1699c43afa16dc
19ef052c0f53826c cda417a3a53ff95
1458fb5bcb80b5f8 4726f69d0af9414
1855b77f253538ea 2765a25f2daaade
6751e84ee1a17c2 3c2e70a26483560
1e85f2117306cc07 153a440905cd4ad8
15d25c6aba8c9a1c 1de60c29c834e1dd
4456937901d4ecc 30aa65de5012233
bd8ebf9fbc207a7 1f071aa420cd3a87
690896901d75461 f68ca80f8ac6814
42ecc437fe589aa 1bd300cb8ebbd97
5e7800b5eb71eac 1c851cf4ecc9c7ec
b4befba22317ec6 7ac750f957bbea3
dc1b7bf5b3bb8aa 1050d89646272da2
17e140f9ea94a2ce 161f3be393116aac
18bcc5d16b1a7082 7c1252e8b3653f4
1b262a86dadcf275 a3ba5d77774cbbc
84d6e8d6a5f3cd1 3c3325dffff9e2f
188849633ed6887f 16ce24e717b17622
124bd98e465ced3a 71f647e64d288f7
141e111f73f9370e 9f1352bed30217e
13d14c8082380006 1d29a31978ff218d
14703210d61a6a5f cb84510cf970106
1db3d95d07c5f9a1 1501dc72906db08f
1395e9eb0a65dc2 4ef1627a9de3ab5
1b56f49b5aaa16a5 5f50f3c5b57c653
11f41b5ee48842f5 1498e4a491a41b62
105cc2a37072616b 18870b70e23ef879
452a227d9a42ab8 2105c37134f8b41
5b6fae60ab24198 75412db37e73e5d
1c4af20c8ed2fa08 c979894e023609e
135c9538c3e7a02f 124a2d72dd7b1fbc
17737aa23c7d844e b77df75f6aa50e4
53225ab2111df2e 1ea22cfcf212039d
ee46fe2b8019e18 12e87a85b484c0db
8a86a677545f812 123bfd3c2b32aa13
64f61b9db16ed1c 19c658394f1ae0cd
1c4987eabf8ee793 163fd08e6fd46614
1f98b96cb31b980a 652c0bf879aa67
1bbf11d374b58424 152c0c675f9b3925
1617b83273e6f6fa 2f890162065913b
17fdcef79e3f0fca 1d97291e071ebbaf
11ce18c664302ff2 1d8ee2eff605b0ef
7db37c59f5e822e 4f019c20069fc45
1fdc26dc5a7c4811 1b0ee070de32dc09
161bd816245c7b98 c82cf8f6f83b0dd
1ce478e65a7a3c79 16ffc07b3c227451
1a4398bad46b2d7b 1fade8c1f37fdb92
1d5854928e341f4b 1d1a54a5617f5c8d
f867e6e8d8ff0cc 812371658fd8030
197680b6c7c49a19 12d18d50852cf091
177bd2317e90842 171eaf8db5288e80
3d3bb9fbd8c22e5 b396e5bd8c4c010
233597ebc98203 f86f5c6687b2f97
b923773023c5eb4 1763db0528337d53
1398e9085c2135ea 9195147214a4a40
1a1dfa87345a4ca 164fac32d012004a
1c0d364e8578475b 10c42b24849931c6
ab624c0b2179fc1 1d66e7dfbf49daeb
d78d1da539ff607 1746c2d45e56d7c6
1a7115b18e6dc5c6 ae68b915143d931
e83692d3cfb4b71 f460291d4335379
95db50dd2c86296 2439a8dbdacab9
1ceed7431673c3f7 81a4df8315467b9
7340d90a92f2e16 12cb6b03319cdb06
1a1b30763963ca06 1c42997f58cead19
171bfd16defaa00b 1b9e88f95c126c69
20a2f11d77fd309 1c18a7cd942cd905
1b08fbff0ebce4fb d37ebc2e9992288
daa9b5186ee349a 6602fdc848ac637
3085e50e15e0c1a 1d50cd6b96cf1a2
1f916854f1f83704 1171f12eee1e6bd2
1ce34ab17808f3ab 9ab7f1031c8857e
f01be4fdaecd608 91befd4eba6340b
3659509ee43d422 70a06507a0e4f26
147fe491407bb3cf e5c4e13ae44b012
10d416130e8fc070 e58c9b0dc7caa3f
1bfde9d2b485c99 723b2cfe091086a
f5d8c2747f9eff6 c55f27896a30062
1eb19b045accf9c4 c7889b516415595
1d01272ab9881216 155370c56eed3a83
98f08711279257e 58cca512e100b2e
6656de93d20070c 193d3e26e7d6a092
e8d5391c8399bad 1d9cb80805da1d32
fb154bc3ab417fc 190b67d20ca54742
cd9cfb975ed880b d5e5a5b35a51068
1778b5b7680457ac 178466e6174d3c8b
6d1c2d39f493b52 193985c642c10c64
1a311fbf8e3aa6bd 1b382fbaf1c9da2e
13e3204c00adb250 47eb9e4ef2d1038
867a90a371e11c0 3697257e92f5e8b
892d00cc01b858d 65122c43c4d6f71
162473f0c6ee6a38 14597df9c9184b42
7a20dd1390afc1 19d876712632f26b
140c6087bc43abb9 165f747ec5959be3
1f66926355b1a31f 62ea3b52ff4989a
69301983dca6430 1c6db4b71cb38198
124b966d4a27ab95 1006d1b3ea570740
111da474c3031506 1e96b2b39eb946bd
12ba806a6310b86d 128bf89467f8758
3fbfa07203e1dd2 51b528f974ed967
1c5ac702e28f9ce8 1f2d2aca8747981
15106d23ecc64208 1660dae554bd6164
1a3078b9d655bdce 9551c2430abe75e
800450d00769813 1da78de91d6d9d2c
1777e139320d059 157134ca1c3ac1f2
f28f3d9ce6fec2b 1703338c6960c51e
7391a4f795255c3 16b708284df7f1fb
a221251a758bcda e65290f70333ae4
bf03c6894c6cd2a 146d0ac015a83bb4
12d23c4a71911f46 fa0700edda02fc6
11743e5b99e5465f 1b35c6ac5a6b34c6
1400a20e7f89bef3 1521ad4339ac14e1
ea6a330f5f54c49 1f2ca2c2ae0d0658
1420c22d6038a6d0 1a7f66b47e0d9071
86af90a5e91ec55 c354ba6c0fc8c9c
7e00ecad390b9be 164124471f4e744b
79070922bfb510e f03cb7aedc0a8e8
10d13a84987d9997 15e3d3a40204cd8c
6bb7390227c5435 149fa8b3685308d
b4ce990041ec939 e6be56fa24cd7d9
1f8599b486b2be52 f3a2ebec535548d
a9e9e4ca38a8932 1a6bdea06d3698a7
16ba09a901fee6ae 1e661e228a83df0f
fc8183336d6a3ec f95f80732c56366
89b0634b3a2e038 1d9bdc5c439b5577
1c689a59d2ced045 2a843da935b730b
1bde326a29ea8b16 5281e64e0688fb
5f6cc9a62bbbfc4 13855f9c535710ac
972187b6360c390 10809a2fe0cdf7cc
ebb0f170a6b82cf 3797d47b767caf4
1db1bf392b6cb727 2b12d2b7672fe56
1de69973725fb1b7 1d2b75540bb03af4
2ad84977c20c10 8cc2966f9244e41
5c876467218f6b6 170787bed8b47ea8
1fac77495d4b081e 1d2b58da83b14989
eb624bb28dbf4a4 158daec4f1c05902
397efa52332a65c 95b56a4297cbdd4
150be1afce4e03e3 16fa6e9cb56a570a
12da130de104b12b e00eeb4c84e8800
59d89f40ef98e63 c0ab34825c4a630
9bee0bcaafb6bce 13c00032612824a2
1f90994d0310d264 bdc49029cf55786
b8f3c4d94c33afa 1a981341ea90d2c2
18be0bc113e46d94 b55e8ca424964c6
18cf2e4b8914941b 1543972dc1a2535b
97463259fc065aa 1b124b985f0e9cd1
89443c24a47940a 19ed7b5ca63e7c1b
1659a86a806c2b34 1aa14fe290563f7c
188d0765344721ed 143550e8f60a6594
c59b98c6989c1b4 287b0d901457981
9bcf526131b5f5b 74d6da411f46389
d9ab9feabced274 12c37a51d703c53b
19a39e93fa69adc2 5b64e30ee223dd5
b1b5f2dff0a265 e26d7f59f9e5554
8628a106b5d3ec1 181fcae9913cb1ec
1a74fba847aaeeaf 1761273e24257838
1679a408f7ea8482 17c735f5f54dffbd
1708967366acd2fa 18fe6e5a6201508f
1e976e411e347676 777bbb1d63b3ee9
7439bcf0c45a358 1d0aaaf208381b9a
20285781b351abe 12d3afcc5bb205ec
17686efe154a70a4 2c0459cf6e779e4
1dcf00cc7af1d03e 771bc466a2eb70a
dc3424680725b70 151d64b22b9222f5
139eecfa8f55d404 e4aefb8bc573711
16af6e8c39909d63 1e8999a831412e61
2aa1c8f90280d4c 9b8414cd6267cd3
c207a683d86ea65 126fb36cd339b023
b5fe9b810f76d01 1efc9ce250688ca4
8caf49075d6d3d9 77ec8965eefc445
1ed6969833d00da0 3575dc6a2f4cf36
3fc73d942cd9ec7 a4d926a11c5ad33
f4522c5897c5a5b 155fd4d98d63aec9
8285f105e177f2c e4b1a3c28ea3356
1c3aef6ccf88a247 bb0d3aac8d728e0
1fbf5911dfd96068 cb23060a56d5d57
c26994f373b07be decbaceeac19673
1f3fb0f0509f687d 16d22f3b83028b48
6cde23c2c78de1a 1c7ff25899c25eb7
16701a2dda1d3c8c d40f3df6b5847d9
4d5c751131d2145 79ecd7729057509
1bb72af2ad9f0901 a30ed6170fe5cb7
12bf4db0e4272b9d d83f87ffcdca3ec
e8a6177db958187 1938ccda513e7eaf
19928769d7286 654709789b45d8b
5fb8b5b690f0c38 182e417f49330fab
474abe8f5b7ed67 1913d1faa180424d
ab21d972614706a 1e64f6e39fffa42c
dc3f76d83c1458 166cca76ed9b68a5
12a3e531d5060227 3d569431a7b9d02
1809c085b81e22d7 cbb3f28c1df9711
170ba5f11d65ed3e 1d0f082a898a6998
60d5d7036dc6b8f 1a716f72af0904f8
bdcc93fb0fa7be5 1626759cc1dc7e9
1eea038ce5dd5acb 1f22e3becc20fa39
40ad3a868a2297e 1b51b219581810ed
16f66485e6e7f0fc 1fbfca610168c2
530aea45d8b552d 9c7fc3db665a3ec
1e92375667305efe 7f27edd9dcad4bd
f3425877191bc44 59045ca315acd3e
be21c2d0176ba01 163844e8e16e4e45
1910c7308c974591 12fe4e334f859a27
1724429b907cf62 1a47588d9ba05507
5e2d28e5f046bc8 2802e6eb359e785
1906579053931ce5 f7e3919b12deea2
7981258589379c7 1400c63f794395ef
1a2eed8f45bad57a ea70b11778febf4
18943b2b54eafa29 8a4b12ddf917876
10a67c897239104e 16f36c06dcb5e721
14fb536838272aa 18b61f5b3b1e3230
e9ab8db71694ab5 93e7d4452e26a87
f7debfc22d5896f 8ac458c0503f8ea
929fd3e755283f1 c7747087e8813f
3916b7e86ab0f0e 999ca7693ae265a
b74cf70736585f7 4447c880839f7ef
f2d3d7dba885cf4 17b7542db6d8cd9
1567a7fe83115606 e34a3e14fcb67f5
1f96531d8608408f 4b760f180f3de51
139c1167a271884f 783dae2a240d765
a7f3a6dabe04a2e 6184ace64e041cd
bd7e0877ae7fffb 147576f2c215b385
64d0ec587189592 112d96a621118b79
1e480a2c05851992 2837656b0038376
df07677121f371e 176e8340d25eb0c4
100903a7572623cb 1dc454dea9484fa8
132c6a9846032a4d 1ec3687487a2caa0
6d89745818bd404 318038ff2721a9b
143786ee7f12a4f2 b899a9f719ec0d5
1edaa5104542ac13 1b1f81a98d6e3a6
b066e345c55e14f 1fc00990add55886
231026e71eb48f1 1a36579c9fb9d186
c69d45d07f8255a 1a9f052a5f39e4a2
f7206b6bc64d491 10f7d7cf1bc9f8fa
1ee5aae331a2dee5 4c4aa6e77aae5ec
543fb4f13928e86 1c1dc7d557bced3c
e64d882dd1be35f b78a6f6fe15c269
95514215577310 402de790bc6f0f2
1e58dbe56c48c0f9 11313dcc7435fece
4c0286c39125473 1f1dfbab344e7def
bb38c7335c40c3f a9057396b0f981
11b1d1acb400039a 1bd61b29b12fe5f
1d938f5f35520e7b 57313f7b3e6a71e
3904c77b8ccd1e1 1753b6e2d2cab487
282ae0703b2f9d2 1911428d10960a4a
5712241f25a6795 a6bc0889b1e00f0
69200c3a47cecb1 9ab3b00f7e7b1f0
12ab93a6a3254917 844eb7f9546dc0
1c271d3b70494aa0 43fe3ec0caae3c3
dedabf53151e813 16896ad0562b349e
d433b23f9d1afe9 137eab38ad924d80
88ca34926e4858a 6984c1c90f5f0dc
5f35a84de1dbfa 13d92bf48c1d0f98
